Fecha,Adj Close
3/31/2006,14.162241
4/3/2006,14.020185
4/4/2006,14.576052
4/5/2006,14.452523
4/6/2006,14.014007
4/7/2006,13.927539
4/10/2006,13.649609
4/11/2006,13.501374
4/12/2006,13.587844
4/13/2006,13.865779
4/17/2006,13.989303
4/18/2006,14.390759
4/19/2006,14.310471
4/20/2006,14.143706
4/21/2006,14.199295
4/24/2006,14.051064
4/25/2006,14.23635
4/26/2006,14.378412
4/27/2006,14.298114
4/28/2006,14.310471
5/1/2006,14.390759
5/2/2006,14.483407
5/3/2006,14.563695
5/4/2006,14.514288
5/5/2006,14.668693
5/8/2006,14.668693
5/9/2006,15.131915
5/10/2006,15.156618
5/11/2006,14.718103
5/12/2006,13.927539
5/15/2006,13.371672
5/16/2006,13.433435
5/17/2006,13.459754
5/18/2006,12.95846
5/19/2006,12.90833
5/22/2006,12.507294
5/23/2006,12.689013
5/24/2006,12.250381
5/25/2006,12.732875
5/26/2006,12.601284
5/30/2006,12.444632
5/31/2006,13.660271
6/1/2006,13.747996
6/2/2006,13.754267
6/5/2006,12.983521
6/6/2006,13.34696
6/7/2006,13.503613
6/8/2006,12.93966
6/9/2006,12.851933
6/12/2006,11.905739
6/13/2006,12.018528
6/14/2006,12.125057
6/15/2006,12.212783
6/16/2006,12.219049
6/19/2006,11.79295
6/20/2006,11.811749
6/21/2006,11.968403
6/22/2006,11.968403
6/23/2006,11.905739
6/26/2006,12.031068
6/27/2006,11.905739
6/28/2006,12.056129
6/29/2006,12.507294
6/30/2006,12.757941
7/3/2006,12.751678
7/5/2006,12.93966
7/6/2006,12.876999
7/7/2006,12.970991
7/10/2006,12.970991
7/11/2006,12.663949
7/12/2006,12.519826
7/13/2006,12.394502
7/14/2006,12.225314
7/17/2006,11.84308
7/18/2006,11.686423
7/19/2006,12.099991
7/20/2006,12.024796
7/21/2006,11.968403
7/24/2006,12.162654
7/25/2006,12.162654
7/26/2006,12.131323
7/27/2006,12.112525
7/28/2006,12.469696
7/31/2006,12.657684
8/1/2006,12.645146
8/2/2006,12.720344
8/3/2006,12.783007
8/4/2006,12.970991
8/7/2006,12.90833
8/8/2006,13.002323
8/9/2006,12.851933
8/10/2006,12.895795
8/11/2006,12.914596
8/14/2006,12.79554
8/15/2006,12.895795
8/16/2006,12.914596
8/17/2006,12.864466
8/18/2006,12.98979
8/21/2006,12.970991
8/22/2006,13.002323
8/23/2006,12.895795
8/24/2006,12.70781
8/25/2006,12.845671
8/28/2006,12.845671
8/29/2006,12.876999
8/30/2006,12.845671
8/31/2006,12.814338
9/1/2006,12.682746
9/5/2006,12.720344
9/6/2006,12.657684
9/7/2006,12.419568
9/8/2006,12.563689
9/11/2006,12.281714
9/12/2006,12.31304
9/13/2006,12.388234
9/14/2006,12.457165
9/15/2006,12.488495
9/18/2006,12.657684
9/19/2006,12.751678
9/20/2006,12.90833
9/21/2006,12.858196
9/22/2006,12.783007
9/25/2006,12.626349
9/26/2006,12.851933
9/27/2006,13.158977
9/28/2006,13.3031
9/29/2006,13.409622
10/2/2006,13.572544
10/3/2006,13.722935
10/4/2006,14.036238
10/5/2006,14.29942
10/6/2006,14.18663
10/9/2006,14.224229
10/10/2006,14.098904
10/11/2006,14.092636
10/12/2006,14.167832
10/13/2006,14.130235
10/16/2006,14.117701
10/17/2006,14.00491
10/18/2006,14.092636
10/19/2006,14.036238
10/20/2006,13.973577
10/23/2006,13.986111
10/24/2006,14.399681
10/25/2006,14.318218
10/26/2006,14.474875
10/27/2006,14.286889
10/30/2006,14.142763
10/31/2006,14.167832
11/1/2006,14.192897
11/2/2006,14.261827
11/3/2006,14.405946
11/6/2006,14.637797
11/7/2006,14.656593
11/8/2006,15.508792
11/9/2006,15.533862
11/10/2006,15.496259
11/13/2006,15.609053
11/14/2006,15.847166
11/15/2006,16.10408
11/16/2006,16.160473
11/17/2006,16.166742
11/20/2006,16.260735
11/21/2006,16.448719
11/22/2006,16.824696
11/24/2006,16.824696
11/27/2006,16.824696
11/28/2006,17.044008
11/29/2006,17.482641
11/30/2006,17.564102
12/1/2006,17.589163
12/4/2006,17.827278
12/5/2006,18.529089
12/6/2006,18.410036
12/7/2006,18.56669
12/8/2006,18.629353
12/11/2006,18.792273
12/12/2006,18.660685
12/13/2006,18.779739
12/14/2006,19.136915
12/15/2006,19.425156
12/18/2006,19.619408
12/19/2006,19.143179
12/20/2006,18.961454
12/21/2006,19.299829
12/22/2006,19.111847
12/26/2006,18.735874
12/27/2006,18.967724
12/28/2006,18.986523
12/29/2006,19.556744
1/3/2007,20.095634
1/4/2007,19.94525
1/5/2007,19.863789
1/8/2007,19.876318
1/9/2007,18.522823
1/10/2007,18.453896
